PLAYER,SEASON,TEAM,OFFENSIVE ARCHETYPE,MINUTES,POS,AGE,LEBRON,O-LEBRON,D-LEBRON,WINS ADDED,BOXLEBRON,BOXOLEBRON,BOXDLEBRON
Eric Gordon,2020-21,HOU,Secondary Ball Handler,789,SG,32,-0.55,0.93,-1.48,0.9,-1.07,0.68,-1.75
Tyreke Evans,2013-14,NOP,Shot Creator,"2,028",SF,24,-0.84,0.93,-1.77,2,-0.52,0.91,-1.43
Rudy Gobert,2020-21,UTA,Roll + Cut Big,"2,187",C,28,6.01,0.92,5.08,11.6,5.23,1.13,4.1
Andre Iguodala,2010-11,PHI,Secondary Ball Handler,"2,469",SF,27,2.92,0.92,2.01,8.7,2.16,1.04,1.12
Domantas Sabonis,2019-20,IND,Post Scorer,"2,159",PF,23,2.24,0.92,1.33,6.5,1.69,0.83,0.86
Paul Millsap,2012-13,UTA,Post Scorer,"2,375",PF,27,2.05,0.92,1.13,7,1.62,0.85,0.78
Jonas Valanciunas,2015-16,TOR,Post Scorer,"1,557",C,23,1.51,0.92,0.59,4,2.03,0.84,1.19
Raymond Felton,2011-12,POR,Primary Ball Handler,"1,906",PG,27,0.65,0.92,-0.27,3.8,-0.43,0.38,-0.8
Isaiah Canaan,2017-18,TOT,Secondary Ball Handler,422,PG-SG,26,0.56,0.92,-0.35,0.8,0.13,0.62,-0.48
Goran Dragic,2019-20,MIA,Primary Ball Handler,"1,663",PG,33,-0.58,0.92,-1.51,1.9,0.13,1.41,-1.27
Tim Hardaway Jr.,2020-21,DAL,Stationary Shooter,"1,985",SG,28,-0.87,0.92,-1.79,1.9,0.41,1.93,-1.52
Marcus Smart,2021-22,BOS,Primary Ball Handler,"2,296",PG,28,2.04,0.91,1.12,6.6,1.78,0.48,1.3
Victor Oladipo,2018-19,IND,Secondary Ball Handler,"1,147",SG,26,1.98,0.91,1.07,3.3,1.82,1.5,0.32
Richaun Holmes,2020-21,SAC,Roll + Cut Big,"1,781",C,27,1.8,0.91,0.9,4.8,0.6,0.01,0.59
Jae Crowder,2016-17,BOS,Movement Shooter,"2,335",SF,26,1.56,0.91,0.65,6,1.22,0.9,0.32
Evan Fournier,2019-20,ORL,Secondary Ball Handler,"2,076",SF,27,1,0.91,0.09,4.6,0.1,0.71,-0.61
Montrezl Harrell,2018-19,LAC,Post Scorer,"2,158",C,25,0.71,0.91,-0.2,4.3,1.23,1.04,0.19
Zach Randolph,2011-12,MEM,Post Scorer,735,PF,30,0.17,0.91,-0.73,1.2,-0.39,0.38,-0.77
Bogdan Bogdanovic,2019-20,SAC,Secondary Ball Handler,"1,766",SG,27,-0.43,0.91,-1.34,2.2,0.05,0.95,-0.9
Dion Waiters,2012-13,CLE,Shot Creator,"1,756",SG,21,-0.7,0.91,-1.61,1.9,-1.27,0.18,-1.46
Andrea Bargnani,2010-11,TOR,Post Scorer,"2,353",C,25,-1.08,0.91,-1.99,1.9,-1.6,0.36,-1.96
Otto Porter Jr.,2018-19,TOT,Movement Shooter,"1,684",SF,25,2.03,0.9,1.14,4.9,0.38,0.15,0.23
Gordon Hayward,2019-20,BOS,Secondary Ball Handler,"1,740",SF,29,1.84,0.9,0.94,4.8,1.43,1.17,0.27
Kyle Korver,2011-12,CHI,Off Screen Shooter,"1,469",SG,30,0.9,0.9,0,3.2,0.66,0.7,-0.04
Enes Kanter,2017-18,NYK,Post Scorer,"1,830",C,25,0.84,0.9,-0.06,3.9,0.96,1.03,-0.07
Jeff Teague,2017-18,MIN,Shot Creator,"2,311",PG,29,0.41,0.9,-0.49,4.2,0.81,1.12,-0.31
Stephen Curry,2009-10,GSW,Primary Ball Handler,"2,896",PG,21,0.33,0.9,-0.56,5.1,-0.42,0.72,-1.14
James Jones,2010-11,MIA,Stationary Shooter,"1,549",SF,30,0.07,0.9,-0.84,2.5,-0.33,0.08,-0.42
Chase Budinger,2009-10,HOU,Off Screen Shooter,"1,488",SF,21,-0.47,0.9,-1.37,1.8,-0.6,0.24,-0.84
Doug McDermott,2020-21,IND,Athletic Finisher,"1,619",PF,29,-0.58,0.9,-1.48,1.9,-1.66,0.45,-2.11
Kevin Martin,2014-15,MIN,Shot Creator,"1,302",SG,31,-1.78,0.9,-2.68,0.4,-0.75,1.15,-1.91
Kelly Olynyk,2020-21,MIA/HOU,Stretch Big,"1,997",C-PF,29,2.33,0.89,1.43,6.1,1.12,0.27,0.85
Bam Adebayo,2020-21,MIA,Roll + Cut Big,"2,143",C,23,2.19,0.89,1.3,6.3,2.66,1.29,1.36
Rajon Rondo,2010-11,BOS,Primary Ball Handler,"2,527",PG,24,1.96,0.89,1.07,7.3,2.46,0.74,1.71
Greg Monroe,2016-17,MIL,Post Scorer,"1,823",C,26,1.14,0.89,0.25,4.2,0.39,0.37,0.02
CJ Miles,2010-11,UTA,Off Screen Shooter,"1,969",SF,23,0.83,0.89,-0.06,4.2,-0.62,0.56,-1.18
De'Aaron Fox,2018-19,SAC,Slasher,"2,546",PG,21,0.66,0.89,-0.23,5,1.13,0.97,0.16
Luke Ridnour,2011-12,MIN,Primary Ball Handler,"1,750",SG,30,0.17,0.89,-0.72,2.9,-0.19,0.14,-0.33
Paul George,2012-13,IND,Secondary Ball Handler,"2,972",SF,22,3.06,0.88,2.18,10.8,2.64,0.66,1.98
Jason Kidd,2011-12,DAL,Stationary Shooter,"1,379",PG,38,2.28,0.88,1.4,4.3,2.06,0.47,1.6
Matthew Dellavedova,2015-16,CLE,Primary Ball Handler,"1,867",PG,25,0.78,0.88,-0.11,3.9,-0.57,-0.02,-0.55
Ersan Ilyasova,2014-15,MIL,Stretch Big,"1,319",PF,27,0.75,0.88,-0.13,2.7,0.3,0.62,-0.31
Jared Dudley,2009-10,PHO,Movement Shooter,"1,991",SF,24,0.46,0.88,-0.42,3.7,-0.23,0.59,-0.82
Lauri Markkanen,2018-19,CHI,Stretch Big,"1,682",PF,21,0.04,0.88,-0.84,2.6,0.24,0.48,-0.24
Nicolas Batum,2011-12,POR,Off Screen Shooter,"1,791",SF,23,-0.66,0.88,-1.54,1.9,0.32,0.88,-0.55
O.J. Mayo,2010-11,MEM,Athletic Finisher,"1,869",SG,23,-0.69,0.88,-1.57,2,-0.93,-0.06,-0.87
Leandro Barbosa,2010-11,TOR,Primary Ball Handler,"1,395",SG,28,-1.77,0.88,-2.65,0.5,-1.54,0.43,-1.97
Paul George,2011-12,IND,Athletic Finisher,"1,958",SG,21,3.13,0.87,2.27,7.3,2.11,0.67,1.44
Martell Webster,2009-10,POR,Stationary Shooter,"2,005",SF,23,1.44,0.87,0.57,5.1,0.24,0.33,-0.09
Reggie Jackson,2012-13,OKC,Primary Ball Handler,993,PG,22,0.77,0.87,-0.1,2.1,-0.51,0.17,-0.68
Anthony Edwards,2020-21,MIN,Secondary Ball Handler,"2,314",SG,19,-0.9,0.87,-1.77,2.2,-1.51,0,-1.52
DeMarcus Cousins,2014-15,SAC,Post Scorer,"2,013",C,24,3.18,0.86,2.32,7.5,2.78,1.49,1.29
Wesley Matthews,2011-12,POR,Stationary Shooter,"2,228",SG,25,1.11,0.86,0.24,5.2,-0.18,0.59,-0.77
Kenneth Faried,2013-14,DEN,Post Scorer,"2,178",PF,24,0.41,0.86,-0.46,4,0.62,0.39,0.23
Jaylen Brown,2020-21,BOS,Movement Shooter,"1,999",SG,24,0.3,0.86,-0.56,3.5,1.49,2.02,-0.53
Greg Monroe,2010-11,DET,Athletic Finisher,"2,222",C,20,0.05,0.86,-0.81,3.5,0.08,0.22,-0.14
Jared Dudley,2010-11,PHO,Stationary Shooter,"2,140",SF,25,-0.01,0.86,-0.87,3.3,-0.28,0.61,-0.89
Anfernee Simons,2021-22,POR,Shot Creator,"1,681",SG,22,-1.45,0.86,-2.31,1,-2.45,0.48,-2.93
Michael Redd,2011-12,PHO,Off Screen Shooter,770,SG,32,-2.51,0.86,-3.37,-0.2,-1.2,1,-2.2
Pau Gasol,2014-15,CHI,Post Scorer,"2,681",PF,34,1.76,0.85,0.91,7.4,2.69,1.17,1.51
Mario Chalmers,2012-13,MIA,Secondary Ball Handler,"2,068",PG,26,1.65,0.85,0.8,5.5,1.47,0.85,0.62
Eric Maynor,2010-11,OKC,Shot Creator,"1,200",PG,23,0.96,0.85,0.11,2.6,-1.3,-0.18,-1.13
John Wall,2020-21,HOU,Shot Creator,"1,288",PG,30,0.56,0.85,-0.3,2.5,-0.42,0.74,-1.16
Monta Ellis,2014-15,DAL,Slasher,"2,699",SG,29,0.25,0.85,-0.6,4.6,0.59,1.01,-0.42
Terrence Ross,2014-15,TOR,Movement Shooter,"2,092",SF,23,-1.08,0.85,-1.93,1.7,-0.87,0.19,-1.07
Thaddeus Young,2010-11,PHI,Athletic Finisher,"2,135",PF,22,1.14,0.84,0.3,5,-0.55,-0.34,-0.21
Tobias Harris,2017-18,TOT,Shot Creator,"2,668",PF,25,0.53,0.84,-0.31,5.1,0.95,1.08,-0.13
Rudy Fernandez,2011-12,DEN,Off Screen Shooter,710,SG,26,0.52,0.84,-0.32,1.4,-0.17,0.64,-0.81
Ramon Sessions,2013-14,TOT,Slasher,"2,214",PG,27,-1.1,0.84,-1.94,1.7,-0.47,0.62,-1.08
Al Jefferson,2013-14,CHA,Post Scorer,"2,553",C,29,2.19,0.83,1.36,7.8,2.04,0.63,1.42
Shane Battier,2010-11,HOU/MEM,Post Scorer,"2,374",SF,32,1.68,0.83,0.86,6.4,0.24,-0.47,0.7
CJ Miles,2014-15,IND,Off Screen Shooter,"1,841",SG,27,1.38,0.83,0.55,4.6,0.46,0.69,-0.23
Nicolas Batum,2015-16,CHO,Secondary Ball Handler,"2,448",SF,27,0.72,0.83,-0.11,5,1.2,0.72,0.48
Brandon Jennings,2015-16,TOT,Secondary Ball Handler,868,PG,26,0.7,0.83,-0.13,1.8,-0.05,0.56,-0.61
Tyus Jones,2019-20,MEM,Primary Ball Handler,"1,232",PG,23,0.54,0.83,-0.29,2.3,0.03,0.39,-0.36
Gordon Hayward,2013-14,UTA,Secondary Ball Handler,"2,800",SF,23,-0.03,0.83,-0.86,4.2,-0.46,0.3,-0.76
Aaron Brooks,2014-15,CHI,Primary Ball Handler,"1,885",PG,30,-0.67,0.83,-1.5,2,-0.78,0.51,-1.29
Andre Drummond,2018-19,DET,Post Scorer,"2,647",C,25,2.86,0.82,2.05,9.1,3.06,0.37,2.69
Anderson Varejao,2009-10,CLE,Roll + Cut Big,"2,166",PF,27,2.63,0.82,1.81,7.2,0.88,-0.5,1.38
Zach Randolph,2014-15,MEM,Post Scorer,"2,304",PF,33,2.37,0.82,1.56,7.3,1.25,0.58,0.67
John Wall,2018-19,WAS,Shot Creator,"1,104",PG,28,1.08,0.82,0.25,2.5,1.19,1.5,-0.31
Chase Budinger,2010-11,HOU,Off Screen Shooter,"1,738",SF,22,0.51,0.82,-0.31,3.3,-0.31,0.65,-0.95
Caron Butler,2011-12,LAC,Stationary Shooter,"1,871",SF,31,0.29,0.82,-0.53,3.3,-0.84,0.04,-0.87
Tayshaun Prince,2009-10,DET,Shot Creator,"1,664",SF,29,0.08,0.82,-0.73,2.7,-0.38,0.26,-0.64
Steve Nash,2012-13,LAL,Primary Ball Handler,"1,627",PG,38,-0.36,0.82,-1.19,2.1,-0.23,0.76,-0.99
Mo Williams,2014-15,TOT,Primary Ball Handler,"1,980",PG,32,-0.37,0.82,-1.18,2.5,-0.36,1.13,-1.49
Tyler Herro,2021-22,MIA,Primary Ball Handler,"2,151",SG,22,-0.48,0.82,-1.31,2.6,0.11,0.98,-0.87
Gerald Green,2014-15,PHO,Shot Creator,"1,446",SG,29,-1.18,0.82,-2,1.1,-0.92,0.83,-1.75
Jason Kidd,2012-13,NYK,Stationary Shooter,"2,043",SG,39,2.52,0.81,1.71,6.7,2.41,0.86,1.55
Danny Green,2018-19,TOR,Movement Shooter,"2,215",SG,31,1.95,0.81,1.14,6.3,1.12,0.17,0.95
Mike Bibby,2009-10,ATL,Off Screen Shooter,"2,195",PG,31,0.83,0.81,0.02,4.6,0.26,0.71,-0.46
Monte Morris,2019-20,DEN,Primary Ball Handler,"1,637",PG,24,0.48,0.81,-0.33,3,-0.57,0.26,-0.83
Jason Richardson,2010-11,ORL/PHO,Athletic Finisher,"2,715",SG,30,0.25,0.81,-0.57,4.6,1.08,0.88,0.2
Tomas Satoransky,2017-18,WAS,Primary Ball Handler,"1,643",SG,26,0.18,0.81,-0.63,2.7,-0.3,0.06,-0.37
O.J. Mayo,2011-12,MEM,Secondary Ball Handler,"1,771",SG,24,-0.17,0.81,-0.99,2.5,-0.19,0.27,-0.47
DeMarre Carroll,2012-13,UTA,Movement Shooter,"1,111",SF,26,1.33,0.8,0.53,2.7,-0.18,-0.01,-0.17
Kyle Korver,2012-13,ATL,Off Screen Shooter,"2,259",SF,31,1.32,0.8,0.52,5.5,0.57,-0.03,0.61
Nicolas Batum,2016-17,CHO,Off Screen Shooter,"2,617",SG,28,1.24,0.8,0.44,6.2,1.15,0.77,0.37
T.J. Warren,2019-20,IND,Slasher,"2,202",SF,26,0.95,0.8,0.15,4.8,0.54,0.52,0.02
Kenneth Faried,2018-19,TOT,Roll + Cut Big,728,C,29,0.41,0.8,-0.39,1.3,0.01,0.27,-0.26
James Jones,2013-14,MIA,Movement Shooter,236,SF,33,0.13,0.8,-0.67,0.4,-0.63,0.42,-1.06
Reggie Williams,2010-11,GSW,Stationary Shooter,"1,626",SF,24,-1.02,0.8,-1.82,1.4,-1.34,0.51,-1.85
Andrea Bargnani,2009-10,TOR,Post Scorer,"2,799",PF,24,-1.03,0.8,-1.83,2.4,-0.06,0.69,-0.74
Clint Capela,2021-22,ATL,Roll + Cut Big,"2,042",C,27,2.89,0.79,2.1,7,2.53,0.77,1.76
Deron Williams,2016-17,TOT,Shot Creator,"1,657",PG,32,0.96,0.79,0.16,3.6,-0.41,0.35,-0.75
Trevor Ariza,2015-16,HOU,Stationary Shooter,"2,859",SF,30,0.61,0.79,-0.18,5.6,0.34,0.44,-0.09
JR Smith,2013-14,NYK,Shot Creator,"2,421",SF,28,-0.67,0.79,-1.46,2.6,-0.36,0.78,-1.14
Jason Richardson,2012-13,PHI,Stationary Shooter,936,SG,32,1.36,0.78,0.58,2.3,0.82,0.29,0.53
David West,2010-11,NOH,Post Scorer,"2,451",PF,30,1.35,0.78,0.58,6,1.18,0.52,0.66
Nikola Pekovic,2013-14,MIN,Post Scorer,"1,663",C,28,1.34,0.78,0.56,4.1,0.27,0.93,-0.66
Thomas Bryant,2018-19,WAS,Roll + Cut Big,"1,496",C,21,1.27,0.78,0.49,3.6,1.19,0.74,0.46
Stephen Curry,2019-20,GSW,Secondary Ball Handler,139,PG,31,0.7,0.78,-0.08,0.3,0.36,0.17,0.19
Zach Randolph,2016-17,MEM,Post Scorer,"1,786",PF,35,-0.26,0.78,-1.04,2.4,-0.57,0.24,-0.81
Jarrett Allen,2019-20,BRK,Roll + Cut Big,"1,852",C,21,2.71,0.77,1.94,6.1,2.12,0.24,1.88
Al Horford,2010-11,ATL,Post Scorer,"2,704",C,24,1.65,0.77,0.88,7.2,1.49,0.46,1.02
Brandan Wright,2012-13,DAL,Roll + Cut Big,"1,149",C,25,1.5,0.77,0.73,3,0.89,0.09,0.8
Marcus Morris Sr.,2019-20,TOT,Secondary Ball Handler,"1,936",SF-PF,30,1.35,0.77,0.58,4.7,-0.39,0.08,-0.47
Joe Ingles,2016-17,UTA,Secondary Ball Handler,"1,972",SF,29,0.97,0.77,0.2,4.3,0.43,-0.45,0.88
DeMar DeRozan,2014-15,TOR,Shot Creator,"2,100",SG,25,0.13,0.77,-0.64,3.4,0.51,1.31,-0.8
Peja Stojakovic,2010-11,DAL/NOH/TOR,Stationary Shooter,617,SF,33,-0.33,0.77,-1.1,0.8,-0.45,0.54,-0.99
Derrick Rose,2009-10,CHI,Shot Creator,"2,871",PG,21,-0.34,0.77,-1.11,3.8,-0.3,0.58,-0.88
Tim Duncan,2010-11,SAS,Post Scorer,"2,156",C,34,4.25,0.76,3.49,9.4,3.58,1.13,2.45
Tyson Chandler,2012-13,NYK,Roll + Cut Big,"2,164",C,30,2.69,0.76,1.93,7.3,1.99,0.68,1.3
Dejounte Murray,2020-21,SAS,Slasher,"2,139",PG,24,2.21,0.76,1.44,6.4,0.55,0.12,0.42
Pascal Siakam,2018-19,TOR,Shot Creator,"2,548",PF,24,2.11,0.76,1.35,7.5,2.01,1.07,0.94
Steven Adams,2021-22,MEM,Roll + Cut Big,"1,999",C,28,1.92,0.76,1.16,5.6,1.21,0.12,1.09
Wesley Matthews,2010-11,POR,Stationary Shooter,"2,758",SG,24,0.94,0.76,0.19,6,0.11,0.69,-0.58
Chris Bosh,2014-15,MIA,Post Scorer,"1,556",C,30,0.65,0.76,-0.11,3.1,0.96,1.45,-0.5
Vince Carter,2013-14,DAL,Shot Creator,"1,973",SG,37,0.31,0.76,-0.45,3.5,0.08,1.09,-1.01
Brook Lopez,2016-17,BRK,Versatile Big,"2,222",C,28,0.27,0.76,-0.49,3.8,0.36,0.94,-0.59
T.J. Warren,2016-17,PHO,Athletic Finisher,"2,048",SF,23,-0.65,0.76,-1.41,2.3,-0.96,-0.32,-0.64
Eric Bledsoe,2013-14,PHO,Slasher,"1,416",PG,24,1.7,0.75,0.95,3.8,1.56,1.58,-0.02
Trevor Ariza,2009-10,HOU,Secondary Ball Handler,"2,629",SF,24,1.16,0.75,0.4,6.1,0.78,0.26,0.52
Paul Pierce,2009-10,BOS,Shot Creator,"2,411",SF,32,0.89,0.75,0.13,5.2,1.46,1.1,0.36
Brook Lopez,2014-15,BRK,Post Scorer,"2,100",C,26,0.6,0.75,-0.14,4.1,0.55,0.44,0.11
Kyle Korver,2013-14,ATL,Off Screen Shooter,"2,408",SG,32,0.48,0.75,-0.27,4.5,0.12,0.07,0.05
Dwyane Wade,2015-16,MIA,Shot Creator,"2,258",SG,34,-0.21,0.75,-0.96,3.2,0.81,1.18,-0.37
Jared Butler,2021-22,UTA,Shot Creator,360,SG,21,-0.6,0.75,-1.35,0.4,-0.15,0.36,-0.51
Lou Williams,2013-14,ATL,Secondary Ball Handler,"1,445",PG,27,-1.66,0.75,-2.41,0.6,-0.58,0.55,-1.13
Paul George,2021-22,LAC,Shot Creator,"1,077",SF,31,2.26,0.74,1.52,3.2,1.88,1.52,0.36
Ricky Rubio,2012-13,MIN,Primary Ball Handler,"1,691",PG,22,1.96,0.74,1.22,4.9,1.85,0.56,1.29
Metta World Peace,2012-13,LAL,Movement Shooter,"2,530",SF,33,1.56,0.74,0.82,6.6,0.37,0.16,0.21
Robert Covington,2014-15,PHI,Movement Shooter,"1,956",SF,24,1.14,0.74,0.4,4.6,-0.92,-0.63,-0.29
Blake Griffin,2015-16,LAC,Post Scorer,"1,170",PF,26,0.95,0.74,0.21,2.6,1.39,1.51,-0.12
Jae Crowder,2018-19,UTA,Stationary Shooter,"2,166",SF,28,0.89,0.74,0.16,4.6,0.39,0.13,0.25
Jason Williams,2009-10,ORL,Primary Ball Handler,"1,703",PG,34,-0.11,0.74,-0.85,2.5,0.39,0.62,-0.23
Luke Ridnour,2009-10,MIL,Primary Ball Handler,"1,759",PG,28,-0.15,0.74,-0.89,2.5,0.53,0.8,-0.27
Martell Webster,2013-14,WAS,Movement Shooter,"2,157",SF,27,-0.35,0.74,-1.09,2.8,-1.1,-0.32,-0.78
Mitchell Robinson,2019-20,NYK,Roll + Cut Big,"1,412",C,21,2.46,0.73,1.72,4.5,1.32,-0.27,1.58
David West,2012-13,IND,Post Scorer,"2,435",PF,32,2.06,0.73,1.33,7.2,1.92,0.55,1.38
Kenneth Faried,2012-13,DEN,Athletic Finisher,"2,248",PF,23,1.79,0.73,1.06,6.2,1.31,0.33,0.98
Boban Marjanovic,2018-19,TOT,Post Scorer,681,C,30,1.48,0.73,0.75,1.7,0.91,0.73,0.19
Mario Chalmers,2015-16,TOT,Primary Ball Handler,"1,373",PG,29,1.2,0.73,0.47,3.3,1,0.95,0.05
Brandon Clarke,2019-20,MEM,Roll + Cut Big,"1,300",PF,23,0.93,0.73,0.19,2.8,0.5,0.27,0.24
Vince Carter,2016-17,MEM,Movement Shooter,"1,800",SF,40,0.87,0.73,0.14,3.8,-0.22,-0.55,0.32
James Anderson,2012-13,HOU/SAS,Stationary Shooter,401,SG/SF,23,0.54,0.73,-0.19,0.8,-0.3,0.12,-0.42
Otto Porter Jr.,2019-20,CHI,Secondary Ball Handler,331,SF,26,0.48,0.73,-0.25,0.6,-0.2,0.15,-0.35
JR Smith,2015-16,CLE,Movement Shooter,"2,362",SG,30,0.47,0.73,-0.26,4.4,1.2,0.96,0.23
Nikola Mirotic,2018-19,TOT,Movement Shooter,"1,245",PF,27,0.41,0.73,-0.32,2.3,0.91,1,-0.09
Wayne Ellington,2017-18,MIA,Off Screen Shooter,"2,041",SG,30,-0.35,0.73,-1.09,2.7,-0.41,0.54,-0.95
Chris Duhon,2009-10,NYK,Primary Ball Handler,"2,072",PG,27,-0.38,0.73,-1.12,2.7,-0.8,0.01,-0.81
Harrison Barnes,2021-22,SAC,Stationary Shooter,"2,587",PF,29,-0.68,0.73,-1.4,2.8,-1.02,0.25,-1.26
Terry Taylor,2021-22,IND,Roll + Cut Big,714,SG,22,-0.73,0.73,-1.47,0.8,-1.48,0.14,-1.62
Tyrese Haliburton,2020-21,SAC,Primary Ball Handler,"1,746",PG,20,-0.91,0.73,-1.64,1.7,-0.6,0.77,-1.37
Monta Ellis,2010-11,GSW,Shot Creator,"3,227",SG,25,-0.99,0.73,-1.72,2.8,0.06,1.47,-1.41
Kawhi Leonard,2013-14,SAS,Shot Creator,"1,923",SF,22,3.83,0.72,3.11,7.9,3.49,1.15,2.34
Clint Capela,2017-18,HOU,Roll + Cut Big,"2,034",C,23,2.79,0.72,2.07,6.9,4.09,1.54,2.55
Channing Frye,2015-16,TOT,Stretch Big,"1,199",PF-C,32,1.21,0.72,0.48,2.8,0.24,-0.07,0.31
Delon Wright,2017-18,TOR,Secondary Ball Handler,"1,433",PG,25,0.91,0.72,0.19,3.1,0.85,0.66,0.19
Solomon Hill,2015-16,IND,Athletic Finisher,866,SF,24,0.68,0.72,-0.05,1.7,-0.91,-1.03,0.12
Willy Hernangomez,2020-21,NOP,Roll + Cut Big,846,C,26,0.66,0.72,-0.06,1.7,0.26,-0.27,0.53
Tyus Jones,2021-22,MEM,Primary Ball Handler,"1,549",PG,25,0.56,0.72,-0.16,3,0.69,1.01,-0.32
Al Jefferson,2012-13,UTA,Post Scorer,"2,578",C,28,0.53,0.72,-0.19,4.9,1.48,0.84,0.64
Jalen Brunson,2019-20,DAL,Secondary Ball Handler,"1,022",PG,23,-0.07,0.72,-0.79,1.5,-0.63,0.46,-1.09
Austin Rivers,2013-14,NOP,Shot Creator,"1,339",PG,21,-0.37,0.72,-1.09,1.7,-1.97,-0.48,-1.5
Nick Young,2014-15,LAL,Shot Creator,"1,000",SG,29,-0.42,0.72,-1.14,1.2,-0.93,0.83,-1.76
Anthony Davis,2021-22,LAL,Post Scorer,"1,404",C,29,2.6,0.71,1.89,4.5,2.72,1.46,1.26
Pau Gasol,2015-16,CHI,Post Scorer,"2,291",C,35,2.41,0.71,1.7,7.3,2.54,0.7,1.84
Ben Simmons,2018-19,PHI,Post Scorer,"2,700",PG,22,0.98,0.71,0.27,5.9,2.2,1.13,1.06
CJ Miles,2013-14,CLE,Off Screen Shooter,984,SG,26,0.75,0.71,0.04,2,0.83,0.92,-0.09
Terrence Jones,2013-14,HOU,Roll + Cut Big,"2,078",PF,22,0.75,0.71,0.04,4.3,2,1.04,0.95
Kentavious Caldwell-Pope,2017-18,LAL,Movement Shooter,"2,458",SG,24,0.51,0.71,-0.2,4.6,0.3,-0.02,0.32
Patrick Beverley,2015-16,HOU,Primary Ball Handler,"2,041",PG,27,0.41,0.71,-0.3,3.7,-0.13,0.22,-0.35
Ish Smith,2015-16,TOT,Slasher,"2,239",PG,27,0.36,0.71,-0.35,4,-0.79,-0.22,-0.57
Tim Duncan,2012-13,SAS,Post Scorer,"2,078",C,36,4.71,0.7,4.02,9.8,4.57,1.16,3.41
Domantas Sabonis,2018-19,IND,Post Scorer,"1,838",C,22,1.79,0.7,1.09,5,0.91,0.45,0.46
Danilo Gallinari,2017-18,LAC,Stationary Shooter,671,SF,29,1.25,0.7,0.56,1.6,0.6,0.83,-0.23
David Lee,2012-13,GSW,Post Scorer,"2,907",PF,29,1.19,0.7,0.49,6.9,0.88,0.56,0.32
Josh Jackson,2019-20,MEM,Stationary Shooter,381,SF,22,1.09,0.7,0.4,0.9,-0.19,-0.14,-0.05
Jeff Teague,2015-16,ATL,Slasher,"2,255",PG,27,0.24,0.7,-0.47,3.8,1.01,1.11,-0.1
Kendall Marshall,2013-14,LAL,Primary Ball Handler,"1,564",PG,22,-0.61,0.7,-1.31,1.8,-1.33,-0.1,-1.23
Collin Sexton,2020-21,CLE,Slasher,"2,115",SG,22,-0.87,0.7,-1.57,2.1,-1.46,0.39,-1.85
Marreese Speights,2016-17,LAC,Stretch Big,"1,286",C,29,0.55,0.69,-0.14,2.5,1,0.92,0.08
Elfrid Payton,2017-18,TOT,Slasher,"1,809",PG,23,0.16,0.69,-0.53,3,0.13,0.07,0.06
Marco Belinelli,2009-10,TOR,Secondary Ball Handler,"1,121",SG,23,-0.27,0.69,-0.96,1.5,-0.96,0.13,-1.08
JJ Redick,2010-11,ORL,Stationary Shooter,"1,513",SG,26,-0.37,0.69,-1.06,1.9,-0.31,0.24,-0.55
Darren Collison,2012-13,DAL,Primary Ball Handler,"2,372",PG,25,-0.48,0.69,-1.17,2.9,-0.1,0.54,-0.64
Paul Millsap,2009-10,UTA,Post Scorer,"2,277",PF,24,2.79,0.68,2.11,7.8,0.53,-0.37,0.9
Joe Ingles,2018-19,UTA,Secondary Ball Handler,"2,568",PF,31,2.05,0.68,1.37,7.4,1.45,0.54,0.91
Patrick Beverley,2012-13,HOU,Secondary Ball Handler,713,PG,24,1.33,0.68,0.65,1.8,0.61,0.34,0.27
Aaron Gordon,2015-16,ORL,Roll + Cut Big,"1,863",PF,20,1.31,0.68,0.63,4.6,0.56,0.16,0.4
Chandler Parsons,2011-12,HOU,Movement Shooter,"1,804",SF,23,1.23,0.68,0.55,4.3,0.15,-0.07,0.22
Zach Randolph,2012-13,MEM,Post Scorer,"2,607",PF,31,1.23,0.68,0.54,6.2,0.75,0.19,0.56
Nemanja Bjelica,2019-20,SAC,Stretch Big,"2,011",PF,31,0.74,0.68,0.06,4.1,0.7,0.25,0.45
Dillon Brooks,2021-22,MEM,Slasher,885,SF,26,0.35,0.68,-0.32,1.6,-0.53,0.44,-0.97
Mike Dunleavy,2012-13,MIL,Off Screen Shooter,"1,943",SF,32,0.18,0.68,-0.49,3.2,-1.01,-0.37,-0.64
Al Jefferson,2010-11,UTA,Post Scorer,"2,940",C,26,0.08,0.68,-0.59,4.7,0.52,0.54,-0.02
Reggie Jackson,2019-20,TOT,Secondary Ball Handler,743,SG-PG,29,-0.38,0.68,-1.07,1,-0.61,0.51,-1.12
Wilson Chandler,2016-17,DEN,Shot Creator,"2,197",SF,29,-0.43,0.68,-1.11,2.8,-0.24,0.6,-0.84
Jordan Farmar,2010-11,NJN,Primary Ball Handler,"1,796",PG,24,-0.81,0.68,-1.48,1.8,-0.78,0.53,-1.31
J.J. Barea,2010-11,DAL,Primary Ball Handler,"1,669",PG,26,-0.93,0.68,-1.61,1.5,-0.65,0.69,-1.34
Amir Johnson,2012-13,TOR,Roll + Cut Big,"2,325",PF,25,2.85,0.67,2.18,8.1,0.06,-0.65,0.71
Clint Capela,2018-19,HOU,Roll + Cut Big,"2,249",C,24,2.2,0.67,1.53,6.7,2.47,1.7,0.77
