PLAYER,SEASON,TEAM,OFFENSIVE ARCHETYPE,MINUTES,POS,AGE,LEBRON,O-LEBRON,D-LEBRON,WINS ADDED,BOXLEBRON,BOXOLEBRON,BOXDLEBRON
Mirza Teletovic,2017-18,MIL,Movement Shooter,159,PF,32,-1.68,-0.98,-0.7,0.1,-1.23,-0.43,-0.8
Isaiah Taylor,2017-18,ATL,Slasher,"1,167",PG,23,-1.95,-0.98,-0.97,0.3,-2.24,-1.26,-0.98
Jason Terry,2013-14,BRK,Stationary Shooter,570,PG,36,-2.26,-0.98,-1.29,0,-2.27,-1.07,-1.2
Emeka Okafor,2010-11,NOH,Post Scorer,"2,287",C,28,1.48,-0.99,2.48,5.8,0.87,-1.16,2.04
Wendell Carter Jr.,2020-21,CHI/ORL,Roll + Cut Big,"1,375",C,21,0.47,-0.99,1.46,2.5,0.33,-0.79,1.13
Joel Anthony,2015-16,DET,Roll + Cut Big,96,C,33,-0.32,-0.99,0.67,0.1,-0.35,-1.17,0.82
Mario Chalmers,2009-10,MIA,Secondary Ball Handler,"1,807",PG,23,-0.42,-0.99,0.57,2.3,-0.47,-0.63,0.16
Earl Barron,2012-13,NYK/WAS,Roll + Cut Big,158,C,31,-0.63,-0.99,0.35,0.2,-0.34,-0.7,0.37
Jameel Warney,2017-18,DAL,Post Scorer,27,PF,24,-0.81,-0.99,0.18,0,-0.87,-1.13,0.26
Michael Beasley,2009-10,MIA,Athletic Finisher,"2,328",PF,21,-0.99,-0.99,0,2,0.42,-0.39,0.81
Jaylen Hoard,2019-20,POR,Roll + Cut Big,103,PF,20,-1.07,-0.99,-0.09,0.1,-1.35,-1.4,0.05
Eddy Curry,2009-10,NYK,Post Scorer,62,C,27,-1.08,-0.99,-0.09,0,-0.67,-0.72,0.05
Kris Humphries,2015-16,TOT,Stretch Big,835,PF,30,-1.24,-0.99,-0.25,0.6,-0.7,-0.69,-0.01
Ty Jerome,2021-22,OKC,Secondary Ball Handler,801,SG,24,-1.44,-0.99,-0.45,0.5,-1.35,-0.47,-0.87
DaJuan Summers,2011-12,NOH,Stationary Shooter,208,SF,24,-1.53,-0.99,-0.54,0.1,-1.19,-0.77,-0.42
Luis Scola,2011-12,HOU,Post Scorer,"2,067",PF,31,-1.71,-0.99,-0.72,0.7,-1.14,-0.5,-0.64
Justin Hamilton,2013-14,TOT,Stretch Big,72,C,23,-1.73,-0.99,-0.74,0,-1.47,-0.9,-0.57
Daniel Gibson,2012-13,CLE,Off Screen Shooter,919,PG,26,-1.82,-0.99,-0.83,0.3,-1.52,-0.57,-0.95
Quincy Pondexter,2014-15,TOT,Movement Shooter,"1,793",SF-SG,26,-1.93,-0.99,-0.94,0.4,-1.76,-0.68,-1.07
JR Smith,2016-17,CLE,Movement Shooter,"1,187",SG,31,-1.98,-0.99,-0.99,0.3,-0.88,-0.63,-0.25
Ricky Ledo,2014-15,TOT,Secondary Ball Handler,244,SG,22,-2.03,-0.99,-1.04,0,-2.11,-1.3,-0.81
Damyean Dotson,2019-20,NYK,Movement Shooter,836,SG,25,-2.1,-0.99,-1.11,0.1,-1.61,-0.66,-0.95
E'Twaun Moore,2018-19,NOP,Movement Shooter,"1,463",SG,29,-2.3,-0.99,-1.31,0,-2.12,-0.8,-1.32
Jermaine Taylor,2010-11,HOU/SAC,Athletic Finisher,482,SG,24,-2.31,-0.99,-1.32,0,-1.75,-0.64,-1.11
Terrence Ross,2012-13,TOR,Stationary Shooter,"1,239",SG,21,-2.57,-0.99,-1.58,-0.3,-1.69,-0.62,-1.07
Greivis Vasquez,2015-16,MIL,Secondary Ball Handler,460,PG,29,-2.99,-0.99,-2,-0.2,-2.03,-0.82,-1.22
Malik Monk,2017-18,CHO,Secondary Ball Handler,854,SG,19,-3.42,-0.99,-2.43,-0.6,-1.53,-0.2,-1.33
Jared Jeffries,2011-12,NYK,Stretch Big,729,PF,30,0.93,-1.01,1.94,1.6,-0.75,-1.55,0.79
John Collins,2017-18,ATL,Roll + Cut Big,"1,785",PF,20,0.12,-1.01,1.13,2.9,-0.41,-0.88,0.47
Aaron Holiday,2021-22,WAS/PHO,Slasher,"1,021",PG,25,-1,-1.01,0.01,0.9,-1.41,-1,-0.41
Naz Reid,2021-22,MIN,Stretch Big,"1,215",C,22,-0.2,-1.01,0.81,1.7,0.12,-0.33,0.45
Marvin Williams,2019-20,TOT,Versatile Big,"1,129",PF,33,-0.57,-1.01,0.44,1.3,-1.12,-1.62,0.5
Jerome Dyson,2011-12,NOH,Primary Ball Handler,180,PG,24,-0.77,-1.01,0.25,0.2,-0.46,-0.41,-0.04
Marcus Morris Sr.,2012-13,HOU/PHO,Movement Shooter,"1,524",PF/SF,23,-1.06,-1.01,-0.05,1.2,-1.04,-0.6,-0.44
Justin Hamilton,2014-15,TOT,Roll + Cut Big,713,C,24,-1.06,-1.01,-0.05,0.6,-0.2,-0.74,0.53
Chris Silva,2021-22,MIN/MIA,Roll + Cut Big,91,PF,25,-1.11,-1.01,-0.09,0.1,-0.74,-0.69,-0.05
Dean Wade,2020-21,CLE,Stretch Big,"1,212",PF,24,-1.12,-1.01,-0.11,1,-1.36,-1.4,0.03
Tyler Ennis,2016-17,TOT,Secondary Ball Handler,588,PG,22,-1.15,-1.01,-0.13,0.5,-1.49,-0.76,-0.73
Jerryd Bayless,2016-17,PHI,Slasher,71,PG,28,-1.25,-1.01,-0.24,0.1,-0.88,-0.78,-0.1
Shayne Whittington,2015-16,IND,Post Scorer,41,PF,24,-1.26,-1.01,-0.25,0,-1.26,-0.87,-0.39
David Stockton,2017-18,UTA,Secondary Ball Handler,9,PG,26,-1.36,-1.01,-0.34,0,-1.29,-1.01,-0.28
Cartier Martin,2013-14,TOT,Stationary Shooter,870,SF,29,-1.4,-1.01,-0.39,0.5,-1.26,-0.72,-0.54
Trent Forrest,2021-22,UTA,Slasher,765,PG,23,-1.42,-1.01,-0.41,0.5,-1.39,-1.26,-0.12
Trevor Ariza,2018-19,TOT,Movement Shooter,"2,349",SF,33,-1.55,-1.01,-0.54,1.2,-0.17,-0.03,-0.14
Ryan Gomes,2013-14,OKC,Versatile Big,34,SF,31,-1.61,-1.01,-0.6,0,-1.51,-0.91,-0.6
Cameron Reynolds,2018-19,MIN,Movement Shooter,259,SG,23,-1.62,-1.01,-0.61,0.1,-1.62,-1.07,-0.55
Toney Douglas,2013-14,TOT,Secondary Ball Handler,675,PG,27,-1.69,-1.01,-0.68,0.3,-1.52,-0.92,-0.6
RJ Hunter,2017-18,HOU,Secondary Ball Handler,45,SG,24,-1.74,-1.01,-0.73,0,-1.82,-1.21,-0.61
Kevin Huerter,2019-20,ATL,Secondary Ball Handler,"1,760",SG,21,-2.05,-1.01,-1.04,0.3,-1.75,-0.64,-1.11
Clint Capela,2019-20,HOU,Roll + Cut Big,"1,279",C,25,0.75,-1.02,1.77,2.6,1.64,0.03,1.61
Giannis Antetokounmpo,2014-15,MIL,Shot Creator,"2,541",SG,20,0.48,-1.02,1.5,4.8,0.34,-1.17,1.51
Daniel Theis,2017-18,BOS,Roll + Cut Big,936,C,25,0.41,-1.02,1.43,1.7,0.38,-1.1,1.48
Jusuf Nurkic,2015-16,DEN,Post Scorer,547,C,21,0.17,-1.02,1.2,0.9,0.11,-1.39,1.51
James Ennis III,2020-21,ORL,Stationary Shooter,986,SF,30,0.17,-1.02,1.19,1.6,-1.38,-1.52,0.15
Andray Blatche,2009-10,WAS,Post Scorer,"2,256",PF,23,-1,-1.02,0.02,1.9,-1.18,-0.81,-0.38
Thaddeus Young,2021-22,SAS/TOR,Roll + Cut Big,845,PF,33,-0.22,-1.02,0.8,1.2,-0.19,-0.57,0.38
Bryce Dejean-Jones,2015-16,NOP,Movement Shooter,279,SG,23,-0.4,-1.02,0.62,0.4,-0.52,-0.97,0.45
Bruno Caboclo,2017-18,TOT,Versatile Big,106,SF,22,-0.5,-1.02,0.51,0.1,-0.84,-1.19,0.34
Cole Aldrich,2011-12,OKC,Post Scorer,173,C,23,-0.53,-1.02,0.49,0.2,-0.52,-0.78,0.26
Anthony Randolph,2010-11,MIN/NYK,Athletic Finisher,590,C/PF,21,-0.74,-1.02,0.27,0.6,0,-0.35,0.35
JaVale McGee,2013-14,DEN,Post Scorer,79,C,26,-0.76,-1.02,0.26,0.1,-0.85,-0.97,0.11
Anthony Parker,2010-11,CLE,Secondary Ball Handler,"2,091",SF,35,-0.81,-1.02,0.22,2.1,-1.79,-1.06,-0.73
Phil Pressey,2013-14,BOS,Primary Ball Handler,"1,132",PG,22,-0.82,-1.02,0.2,1.1,-1.04,-1.35,0.32
Jeff Ayres,2012-13,IND,Stretch Big,369,PF,25,-0.83,-1.02,0.19,0.4,-1.45,-1.51,0.07
Jimmer Fredette,2015-16,TOT,Secondary Ball Handler,18,SG,26,-0.84,-1.02,0.18,0,-0.52,-0.73,0.21
Vladimir Radmanovic,2011-12,ATL,Stationary Shooter,755,SF,31,-0.95,-1.02,0.07,0.7,-0.29,-0.34,0.06
Reggie Bullock,2020-21,NYK,Movement Shooter,"1,949",SF,29,-1.03,-1.02,-0.02,1.7,-0.32,-0.62,0.3
Matt Williams Jr.,2017-18,MIA,Off Screen Shooter,11,SG,24,-1.04,-1.02,-0.02,0,-1.19,-1.08,-0.11
Emanuel Terry,2018-19,TOT,Roll + Cut Big,23,PF,22,-1.07,-1.02,-0.05,0,-1.18,-1.17,-0.02
Adam Mokoka,2019-20,CHI,Athletic Finisher,112,SF,21,-1.14,-1.02,-0.12,0.1,-1.67,-1.43,-0.24
RJ Hunter,2018-19,BOS,Secondary Ball Handler,26,SG,25,-1.27,-1.02,-0.24,0,-1.69,-1.28,-0.42
Erik McCree,2017-18,UTA,Secondary Ball Handler,8,SF,24,-1.35,-1.02,-0.33,0,-1.36,-1.1,-0.26
Elie Okobo,2019-20,PHO,Secondary Ball Handler,719,PG,22,-1.36,-1.02,-0.34,0.5,-1.02,-0.88,-0.14
Shawn Marion,2014-15,CLE,Roll + Cut Big,"1,101",SF,36,-1.41,-1.02,-0.4,0.6,-1.46,-1.49,0.02
Cedi Osman,2020-21,CLE,Movement Shooter,"1,511",SF,25,-1.46,-1.02,-0.44,0.9,-2.09,-1.16,-0.93
Viacheslav Kravtsov,2013-14,PHO,Post Scorer,59,C,26,-1.49,-1.02,-0.47,0,-1.15,-0.89,-0.26
Thaddeus Young,2009-10,PHI,Athletic Finisher,"2,145",PF,21,-1.5,-1.02,-0.49,1.1,-1.98,-0.71,-1.26
Anthony Parker,2011-12,CLE,Stationary Shooter,"1,280",SF,36,-1.54,-1.02,-0.52,0.6,-1.03,-0.72,-0.31
Donald Sloan,2012-13,CLE/NOH,Secondary Ball Handler,263,SG/PG,25,-1.62,-1.02,-0.6,0.1,-0.71,-0.22,-0.49
Kris Dunn,2021-22,POR,Secondary Ball Handler,336,PG,28,-1.63,-1.02,-0.61,0.2,-1.18,-1.37,0.19
Sam Dekker,2016-17,HOU,Athletic Finisher,"1,419",PF,22,-1.71,-1.02,-0.69,0.6,-0.85,-0.17,-0.68
Tony Parker,2017-18,SAS,Slasher,"1,071",PG,35,-2.12,-1.02,-1.1,0.1,-1.47,-0.76,-0.71
Michael Finley,2009-10,BOS/SAS,Off Screen Shooter,709,SF,36,-2.61,-1.02,-1.58,-0.2,-2.22,-1.27,-0.95
Enes Kanter,2013-14,UTA,Post Scorer,"2,138",C,21,-3.08,-1.02,-2.05,-1.2,-2.87,-1.36,-1.52
Larry Nance Jr.,2016-17,LAL,Roll + Cut Big,"1,442",PF,24,0.28,-1.03,1.31,2.5,-0.41,-1.17,0.76
Tim Frazier,2017-18,WAS,Secondary Ball Handler,838,PG,27,-0.51,-1.03,0.52,1,-0.52,-1.14,0.61
Devon Dotson,2020-21,CHI,Secondary Ball Handler,50,PG,21,-0.62,-1.03,0.42,0.1,-1.14,-1.41,0.27
Clint Capela,2014-15,HOU,Roll + Cut Big,90,C,20,-1.06,-1.03,-0.03,0.1,-1.11,-1.09,-0.02
Udonis Haslem,2021-22,MIA,Roll + Cut Big,83,C,41,-1.08,-1.03,-0.05,0.1,-0.78,-0.77,-0.01
Johnathan Motley,2019-20,LAC,Post Scorer,41,PF,24,-1.2,-1.03,-0.17,0,-1.28,-1.17,-0.12
Theo Pinson,2018-19,BRK,Secondary Ball Handler,211,SG,23,-1.27,-1.03,-0.24,0.1,-1.36,-1.13,-0.23
Langston Galloway,2015-16,NYK,Primary Ball Handler,"2,033",PG,24,-1.3,-1.03,-0.26,1.3,-0.89,-0.7,-0.19
Glenn Robinson III,2017-18,IND,Athletic Finisher,338,SF,24,-1.32,-1.03,-0.28,0.2,-1.99,-1.28,-0.72
Chris Douglas-Roberts,2013-14,CHA,Stationary Shooter,"1,016",SF,27,-1.43,-1.03,-0.4,0.6,-0.52,-0.58,0.06
Gary Clark,2018-19,HOU,Stationary Shooter,641,PF,24,-1.45,-1.03,-0.42,0.4,-1.21,-1.48,0.27
Ian Clark,2014-15,TOT,Movement Shooter,192,SG,23,-1.7,-1.03,-0.67,0.1,-1.28,-0.87,-0.41
T.J. Warren,2014-15,PHO,Roll + Cut Big,614,SF,21,-1.88,-1.03,-0.84,0.1,-2.1,-1.09,-1.01
Austin Rivers,2021-22,DEN,Stationary Shooter,"1,480",SG,29,-2.56,-1.03,-1.53,-0.2,-2.2,-1.72,-0.49
Tony Wroten,2012-13,MEM,Shot Creator,272,SG,19,-2.64,-1.03,-1.61,-0.1,-1.59,-0.38,-1.21
Earl Boykins,2009-10,WAS,Primary Ball Handler,"1,117",PG,33,-3.32,-1.03,-2.3,-0.8,-1.89,-0.23,-1.66
D.J. Augustin,2021-22,HOU/LAL,Secondary Ball Handler,883,PG,34,-3.41,-1.03,-2.39,-0.6,-2.34,-1.09,-1.26
Jamal Crawford,2018-19,PHO,Primary Ball Handler,"1,211",SG,38,-4.31,-1.03,-3.27,-1.5,-2.45,-0.51,-1.94
Omer Asik,2012-13,HOU,Roll + Cut Big,"2,464",C,26,1.44,-1.04,2.48,6.3,0.93,-0.63,1.56
Tyrus Thomas,2010-11,CHA,Post Scorer,861,C,24,1.17,-1.04,2.21,2,0.88,-1.02,1.9
Tyler Zeller,2018-19,TOT,Roll + Cut Big,93,C,29,-1,-1.04,0.04,0.1,-1.22,-1.23,0.02
Tony Allen,2015-16,MEM,Athletic Finisher,"1,620",SG,34,-0.07,-1.04,0.96,2.4,-0.44,-1.17,0.72
Jonah Bolden,2018-19,PHI,Athletic Finisher,639,PF,23,-0.47,-1.04,0.58,0.8,-0.49,-1.46,0.96
Justin James,2019-20,SAC,Stationary Shooter,232,SF,23,-0.53,-1.04,0.51,0.3,-1.05,-1.29,0.24
JaMychal Green,2018-19,TOT,Stretch Big,"1,371",PF,28,-0.68,-1.04,0.35,1.5,-0.88,-1.16,0.28
Jeff Withey,2017-18,DAL,Versatile Big,39,C,27,-0.71,-1.04,0.33,0,-0.92,-1.22,0.3
Larry Nance Jr.,2021-22,POR/NOP,Stretch Big,"1,040",PF,29,-0.71,-1.04,0.33,1.1,-1,-1.21,0.21
Dante Cunningham,2012-13,MIN,Stretch Big,"2,010",PF,25,-0.74,-1.04,0.31,2.1,-1.4,-1.6,0.2
Andrei Kirilenko,2013-14,BRK,Roll + Cut Big,857,PF,32,-0.79,-1.04,0.25,0.9,-0.97,-1.29,0.32
Henry Ellenson,2016-17,DET,Stretch Big,146,PF,20,-0.83,-1.04,0.21,0.1,-0.69,-0.93,0.24
Marcus Paige,2017-18,CHO,Secondary Ball Handler,28,PG,24,-0.83,-1.04,0.21,0,-0.96,-1.25,0.28
Joel Bolomboy,2016-17,UTA,Stretch Big,53,PF,23,-0.9,-1.04,0.14,0,-1.07,-0.99,-0.07
Cody Martin,2020-21,CHO,Stationary Shooter,849,SF,25,-1.03,-1.04,0.02,0.7,-1.97,-2.11,0.14
Justin Holiday,2020-21,IND,Movement Shooter,"2,183",SG,31,-1.13,-1.04,-0.09,1.8,-1.22,-0.81,-0.41
Alex Stepheson,2015-16,TOT,Post Scorer,72,PF,28,-1.18,-1.04,-0.14,0.1,-1.04,-0.88,-0.16
Naz Mitrou-Long,2017-18,UTA,Stationary Shooter,1,SG,24,-1.27,-1.04,-0.23,0,-1.3,-1.05,-0.25
Justin Harper,2011-12,ORL,Movement Shooter,84,PF,22,-1.36,-1.04,-0.33,0,-0.57,-0.61,0.04
Obi Toppin,2020-21,NYK,Stretch Big,683,PF,22,-1.36,-1.04,-0.32,0.4,-1.28,-1.29,0.01
Alperen Sengun,2021-22,HOU,Post Scorer,"1,489",C,19,-1.71,-1.04,-0.67,0.6,-0.62,-0.68,0.06
Kyle Guy,2020-21,SAC,Movement Shooter,235,PG,23,-1.75,-1.04,-0.71,0.1,-1.81,-1.23,-0.58
Sandro Mamukelashvili,2021-22,MIL,Stretch Big,407,PF,22,-2.11,-1.04,-1.08,0.1,-1.22,-0.69,-0.54
Quincy Pondexter,2013-14,MEM,Athletic Finisher,270,SG,25,-2.25,-1.04,-1.21,0,-1.28,-0.51,-0.77
Chris Copeland,2014-15,IND,Movement Shooter,827,SF,30,-2.31,-1.04,-1.27,0,-2.14,-1.26,-0.88
Jonathon Simmons,2017-18,ORL,Slasher,"2,029",SG,28,-2.79,-1.04,-1.75,-0.7,-2.41,-1.08,-1.33
Ivica Zubac,2021-22,LAC,Post Scorer,"1,852",C,25,0.51,-1.05,1.56,3.5,0.81,-0.58,1.39
Bam Adebayo,2017-18,MIA,Roll + Cut Big,"1,368",C,20,0.01,-1.05,1.06,2.1,-0.07,-0.83,0.76
Francisco Garcia,2012-13,HOU/SAC,Off Screen Shooter,"1,029",SF/SG,31,-1,-1.05,0.05,0.9,-0.35,-0.68,0.33
Devyn Marble,2014-15,ORL,Stationary Shooter,208,SG,22,-0.36,-1.05,0.69,0.3,-0.88,-1.36,0.48
John Henson,2018-19,MIL,Stretch Big,188,C,28,-0.79,-1.05,0.26,0.2,-0.69,-0.95,0.26
Robert Franks,2020-21,ORL,Stretch Big,101,PF,24,-0.85,-1.05,0.2,0.1,-1.07,-1.46,0.39
Andre Ingram,2017-18,LAL,Off Screen Shooter,64,SG,32,-0.88,-1.05,0.16,0.1,-0.96,-0.92,-0.04
Sindarius Thornwell,2019-20,NOP,Athletic Finisher,35,SF,25,-0.98,-1.05,0.07,0,-1.19,-1.35,0.17
Kendrick Perkins,2017-18,CLE,Post Scorer,15,C,33,-0.99,-1.05,0.06,0,-1.1,-1.1,0.01
Duncan Robinson,2018-19,MIA,Movement Shooter,161,SF,24,-1.35,-1.05,-0.3,0.1,-1.6,-1.41,-0.19
Ike Anigbogu,2017-18,IND,Roll + Cut Big,30,C,19,-1.49,-1.05,-0.45,0,-1.35,-1.13,-0.22
Earl Watson,2012-13,UTA,Secondary Ball Handler,829,PG,33,-1.51,-1.05,-0.46,0.4,-1.37,-1.37,0
Shawne Williams,2011-12,NJN,Movement Shooter,514,SF,25,-1.63,-1.05,-0.59,0.2,-1.69,-1.15,-0.54
Ramon Sessions,2017-18,TOT,Slasher,392,PG,31,-1.8,-1.05,-0.76,0.1,-1.09,-0.78,-0.31
Yves Pons,2021-22,MEM,Stretch Big,71,SF,22,-2.01,-1.05,-0.96,0,-1.64,-1.02,-0.62
Randy Foye,2009-10,WAS,Shot Creator,"1,667",PG,26,-2.42,-1.05,-1.38,-0.2,-1.44,0,-1.43
Glenn Robinson III,2019-20,TOT,Movement Shooter,"1,786",SF,26,-2.49,-1.05,-1.44,-0.2,-1.96,-1.22,-0.74
Samuel Dalembert,2011-12,HOU,Post Scorer,"1,446",C,30,1.33,-1.06,2.39,3.6,0.92,-1.06,1.97
Marcin Gortat,2013-14,WAS,Post Scorer,"2,655",C,29,1.14,-1.06,2.2,6.2,0.9,-0.63,1.53
Mo Bamba,2019-20,ORL,Stretch Big,878,C,21,0.85,-1.06,1.91,1.8,0.99,-1.23,2.22
Jae Crowder,2020-21,PHO,Stationary Shooter,"1,648",PF,30,0.58,-1.06,1.65,3.2,0.57,0.2,0.37
Amir Johnson,2011-12,TOR,Roll + Cut Big,"1,553",PF,24,0.5,-1.06,1.56,2.9,-1.03,-1.82,0.79
Darrell Arthur,2014-15,DEN,Stretch Big,988,PF,26,0.19,-1.06,1.25,1.7,-1.37,-1.34,-0.03
Cory Jefferson,2014-15,BRK,Roll + Cut Big,531,PF,24,0,-1.06,1.07,0.8,-0.75,-1.35,0.6
Caleb Martin,2021-22,MIA,Athletic Finisher,"1,372",SF,26,-0.5,-1.06,0.55,1.7,-0.2,-0.84,0.65
Alen Smailagic,2019-20,GSW,Versatile Big,139,C,19,-0.54,-1.06,0.51,0.2,-0.91,-1.24,0.33
Nicolas Batum,2018-19,CHO,Movement Shooter,"2,354",SF,30,-0.68,-1.06,0.38,2.6,-0.6,-0.79,0.19
Jeremy Evans,2017-18,ATL,Roll + Cut Big,5,SF,30,-0.88,-1.06,0.18,0,-0.86,-1.1,0.24
Devin Robinson,2017-18,WAS,Roll + Cut Big,13,SF,22,-1.02,-1.06,0.04,0,-1.29,-1.23,-0.06
Thomas Bryant,2017-18,LAL,Stretch Big,72,C,20,-1.06,-1.06,0,0.1,-0.93,-1.05,0.12
Henry Walker,2014-15,MIA,Stationary Shooter,628,SF,27,-1.07,-1.06,-0.01,0.5,-1.13,-1.14,0.01
Max Strus,2019-20,CHI,Stretch Big,6,SF,23,-1.14,-1.06,-0.08,0,-1.24,-1.19,-0.04
Talen Horton-Tucker,2021-22,LAL,Secondary Ball Handler,"1,511",SG,21,-1.15,-1.06,-0.09,1.2,-1.65,-1.3,-0.35
Richard Jefferson,2016-17,CLE,Stationary Shooter,"1,614",SF,36,-1.24,-1.06,-0.18,1.1,-1.92,-1.37,-0.54
Gordon Hayward,2017-18,BOS,Stretch Big,5,SF,27,-1.25,-1.06,-0.18,0,-1.3,-1.11,-0.19
Jamaal Magloire,2010-11,MIA,Athletic Finisher,158,C,32,-1.31,-1.06,-0.25,0.1,-1.14,-0.99,-0.16
Anthony Tolliver,2011-12,MIN,Movement Shooter,882,SF,26,-1.41,-1.06,-0.35,0.5,-1.62,-1.39,-0.22
Jamorko Pickett,2021-22,DET,Stretch Big,176,PF,24,-1.41,-1.06,-0.35,0.1,-1.28,-1.31,0.03
Ryan Arcidiacono,2020-21,CHI,Movement Shooter,450,PG,26,-1.45,-1.06,-0.39,0.3,-0.91,-0.96,0.05
Ersan Ilyasova,2015-16,TOT,Stretch Big,"1,880",PF,28,-1.55,-1.06,-0.49,0.9,0.1,-0.02,0.12
Charles Jenkins,2011-12,GSW,Primary Ball Handler,893,PG,22,-2,-1.06,-0.94,0.1,-1.73,-0.63,-1.11
Carl Landry,2014-15,SAC,Post Scorer,"1,192",PF,31,-2.11,-1.06,-1.05,0.1,-1.57,-0.59,-0.98
Nik Stauskas,2017-18,TOT,Secondary Ball Handler,523,SG,24,-2.38,-1.06,-1.32,0,-1.67,-0.82,-0.85
Tristan Thompson,2016-17,CLE,Roll + Cut Big,"2,336",C,25,0.36,-1.07,1.43,4.2,0.7,-0.15,0.85
Chris Andersen,2012-13,MIA,Roll + Cut Big,624,C,34,0.33,-1.07,1.4,1.1,0.52,-1.01,1.54
Derrick Favors,2013-14,UTA,Post Scorer,"2,201",PF,22,-0.09,-1.07,0.98,3.3,0.43,-0.54,0.97
James Posey,2010-11,IND,Stationary Shooter,839,SF,34,-0.36,-1.07,0.71,1.1,-0.56,-0.54,-0.01
Samuel Dalembert,2012-13,MIL,Roll + Cut Big,765,C,31,-0.42,-1.07,0.65,1,0.06,-0.99,1.05
Dylan Windler,2020-21,CLE,Athletic Finisher,513,SF,24,-0.63,-1.07,0.44,0.6,-1.28,-1.8,0.52
Kris Dunn,2017-18,CHI,Slasher,"1,525",PG,23,-0.76,-1.07,0.31,1.6,-0.14,-1.11,0.97
Nicolas Brussino,2017-18,ATL,Movement Shooter,10,SF,24,-0.82,-1.07,0.25,0,-0.91,-1.14,0.23
Devin Robinson,2018-19,WAS,Athletic Finisher,95,SF,23,-0.98,-1.07,0.09,0.1,-0.86,-1.06,0.2
Gary Neal,2016-17,ATL,Secondary Ball Handler,18,SG,32,-0.99,-1.07,0.07,0,-1.02,-1.08,0.06
Ignas Brazdeikis,2019-20,NYK,Movement Shooter,53,SF,21,-1.08,-1.07,-0.02,0,-1.06,-1.24,0.18
Jorge Gutierrez,2014-15,TOT,Athletic Finisher,174,PG,26,-1.15,-1.07,-0.08,0.1,-0.95,-0.81,-0.13
Metta World Peace,2016-17,LAL,Movement Shooter,160,SF,37,-1.15,-1.07,-0.08,0.1,-0.98,-1.03,0.05
Chris McCullough,2017-18,WAS,Roll + Cut Big,90,PF,22,-1.23,-1.07,-0.15,0.1,-1.09,-1.1,0.01
Alexey Shved,2013-14,MIN,Secondary Ball Handler,664,SG,25,-1.26,-1.07,-0.18,0.5,-1.15,-0.8,-0.35
Carlos Arroyo,2009-10,MIA,Primary Ball Handler,"1,585",PG,30,-1.28,-1.07,-0.21,1.1,-1.08,-0.66,-0.42
Tony Wroten,2015-16,PHI,Slasher,144,PG,22,-1.29,-1.07,-0.22,0.1,-1.49,-1.16,-0.33
Travis Outlaw,2009-10,LAC/POR,Shot Creator,730,SF,25,-1.3,-1.07,-0.23,0.5,-0.83,-0.2,-0.63
Solomon Hill,2013-14,IND,Stationary Shooter,226,SF,22,-1.6,-1.07,-0.53,0.1,-1.69,-1.26,-0.43
Shaun Livingston,2016-17,GSW,Post Scorer,"1,345",PG,31,-1.8,-1.07,-0.74,0.4,-2.15,-1.8,-0.35
Melvin Frazier Jr.,2021-22,OKC,Slasher,120,SG,25,-1.93,-1.07,-0.86,0,-1.25,-0.93,-0.32
C.J. Watson,2015-16,ORL,Secondary Ball Handler,656,PG,31,-1.96,-1.07,-0.89,0.1,-1.91,-1.57,-0.34
Danny Granger,2014-15,MIA,Stationary Shooter,613,SF,31,-1.97,-1.07,-0.9,0.1,-2.09,-1.25,-0.85
Jordan Nwora,2021-22,MIL,Stationary Shooter,"1,185",SF,23,-2.17,-1.07,-1.1,0.2,-1.56,-1.07,-0.49
Alex Abrines,2017-18,OKC,Stationary Shooter,"1,134",SG,24,-2.32,-1.07,-1.25,0,-1.61,-1.08,-0.53
Brandon Ingram,2016-17,LAL,Shot Creator,"2,279",SF,19,-2.45,-1.07,-1.38,-0.2,-3.29,-2.15,-1.14
Ian Clark,2018-19,NOP,Movement Shooter,973,SG,27,-2.56,-1.07,-1.49,-0.1,-2.72,-1.28,-1.44
Willie Green,2011-12,ATL,Stationary Shooter,922,SG,30,-2.79,-1.07,-1.72,-0.4,-1.6,-0.58,-1.02
Byron Mullens,2012-13,CHA,Post Scorer,"1,428",PF,23,-2.92,-1.07,-1.85,-0.7,-1.18,-0.69,-0.49
Byron Mullens,2011-12,CHA,Stretch Big,"1,465",C,22,-3.42,-1.07,-2.35,-1.2,-3.25,-2.08,-1.16
Lonzo Ball,2021-22,CHI,Stationary Shooter,"1,212",PG,24,1.03,-1.08,2.11,2.7,1.09,0.22,0.87
Lonzo Ball,2018-19,LAL,Secondary Ball Handler,"1,423",PG,21,0.42,-1.08,1.5,2.6,-0.03,-0.67,0.65
Freddie Gillespie,2021-22,ORL,Roll + Cut Big,119,PF,24,0.19,-1.08,1.27,0.2,-0.31,-1.09,0.79
Joey Dorsey,2010-11,TOR,Athletic Finisher,522,C,27,0.1,-1.08,1.18,0.8,-0.32,-1.29,0.97
Michael Kidd-Gilchrist,2018-19,CHO,Roll + Cut Big,"1,179",PF,25,-0.09,-1.08,0.99,1.7,-1.32,-1.5,0.18
Marques Bolden,2019-20,CLE,Low Minutes,3,C,21,-0.33,-1.08,0.76,0,-0.38,-1.1,0.72
